stereotype_category,sentence_id,text,language,script,country,region_dialect,source_type,source_ref,collection_date,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,target_gender,bias_label,explicitness,sentiment_toward_referent,device,qa_status,annotation_date,annotation_time_seconds,document_id,notes,review_notes,collector_id,annotator_id
uncategorized,69b273fe1f67e8d103128998,dama akwai injection da nake mata da daddare ne to kuma ka kirani clinic shi yasa na taho da ita,Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,health,clinic appointment,specialized_advice,,safe,false,mixed,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:28:09.935Z,844,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d103128999,"[USER] Gaskiya ne, duk abunda ya fada hakane da haka Fara wlh,muna tare dashi. Allah ya Qara Arziki me Albarka",hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Ibrhm1410203008/status/2016385851849146732,2026-01-28T00:00:00.000Z,culture_and_religion,Blessing and praise,public_interest,,safe,true,male,neutral,implicit,positive,directive,accepted,2026-03-12T20:29:06.506Z,901,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289db,"1940 – 1943: Makarantar midil (middle school) ta Kano, wacce yanzu ta koma kwalejin Rumfa (Rumfa College)",Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,Kano middle school,public_interest,,safe,false,neutral,neutral,explicit,neutral,narrative,accepted,2026-03-13T07:20:41.816Z,906,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289cf,Dubban na'urorin ke hana samun bayani dangane da yadda kuɗin ke shiga da fita - amma akwai wata fasaha da ake kira 'blockchain' da ke iya ba da damar gano shiga da fice kuɗin,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,livelihoods_and_work,blockchain technology and finance,specialized_advice,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:12:46.213Z,430,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d0,com Da fatan za a dace,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,culture_and_religion,hope,public_interest,,safe,false,neutral,neutral,implicit,positive,narrative,accepted,2026-03-13T07:13:31.363Z,476,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d1,"Kamar yadda na tabbata kin samu, na hada kasidun, na yi ""binding"", sannan na aika",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,livelihoods_and_work,writing and publishing,public_interest,,safe,false,female,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:14:07.470Z,512,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d2,"Allah ya saka da alherinsa, amin",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,culture_and_religion,Prayer,public_interest,religion,safe,false,neutral,neutral,explicit,positive,directive,accepted,2026-03-13T07:14:26.919Z,531,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d3,"Da zarar ka saita ta, to, ba wanda zai iya samunka, sai in ka gama abinda kake yi, ka sake saita ta zuwa layin karbar kira na sauti ko murya (Voice Call)",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,media_and_online,Using a mobile phone,specialized_advice,,safe,false,neutral,neutral,implicit,neutral,directive,accepted,2026-03-13T07:14:54.762Z,559,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d5,"Misali, tun a gasar 1933, shi da John Tafida Wusasa ne su ka rubuta ‘Jiki Magayi’",Hausa,latin,Nigeria,Standard,web_public,https://ibrahim-sheme.blogspot.com/,2026-03-06T00:00:00.000Z,culture_and_religion,Literary work,public_interest,,safe,false,male,neutral,implicit,positive,narrative,accepted,2026-03-13T07:16:43.539Z,668,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d6,Wannan wata babbar sheda ce da take sake tabbatar mana cewa lokaci wani ma'auni ne na nasara a rayuwar kowanne mutum,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,culture_and_religion,success in life,public_interest,,safe,false,neutral,neutral,implicit,positive,narrative,accepted,2026-03-13T07:17:43.367Z,728,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289d9,"An fara aikin ne ranar Asabar yayin da ""aka kashe soja biyu da 'yan ta'adda huɗu"", a cewar ma'aikatar",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,governance_civic,Military incident,public_interest,,safe,false,neutral,neutral,implicit,negative,narrative,accepted,2026-03-13T07:19:27.274Z,831,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289da,Yanayin ya tashi daga salon cinikayya cikin abota zuwa cinikayya cikin salon kura-ta-ci-kura,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,social interaction,stereotypes,,sensitive,false,neutral,neutral,implicit,negative,metaphor,accepted,2026-03-13T07:20:18.539Z,883,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289ce,"Daga nan kuma wasu masana suka yi amfani da wannan na'ura wajen gudanar da bincike kan dan adam mai bacci, na tsawon wasu lokuta",Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04T00:00:00.000Z,health,research on sleeping person,public_interest,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:12:13.352Z,398,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289dc,Haka nan za a ga mutum baki kirin amma in matarsa fara ce sai aga mafi yawan 'ya'yansa farare,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,culture_and_religion,Physical appearance,stereotypes,ethnicity,sensitive,false,mixed,neutral,implicit,negative,narrative,accepted,2026-03-13T07:21:31.806Z,956,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289df,Duk rashin karatunka kana iya sarrafa su iya gwargwado,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,education,learning and skills,specialized_advice,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:23:28.838Z,1073,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289e0,Sunansa na farko ‘Olusegun’ yana nufin “Ubangiji shi ke da nasara”,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,Name meaning,public_interest,,safe,false,male,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:23:48.687Z,1093,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289e1,"Don haka, ko dai ka kashe amon wayar ne yayin kwanciya, ko kuma ka rage ta yadda kai kadai za ka iya ji",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,household_and_care,phone usage,specialized_advice,,safe,false,neutral,neutral,implicit,neutral,directive,accepted,2026-03-13T07:24:12.621Z,1117,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289e2,"A nan ina nufin inda ya kamata ka ajiye wayar salularka a sadda ba ka amfani da ita, ko kuma kake sauraren wani abu daga jikin wayar",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,household_and_care,phone usage guidance,public_interest,,safe,false,neutral,neutral,implicit,neutral,directive,accepted,2026-03-13T07:24:43.571Z,1148,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289e3,"Umminta, Wayyo Umminta",Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,culture_and_religion,Lament or Exclamation,public_interest,,safe,false,female,neutral,explicit,positive,proverb,accepted,2026-03-13T07:26:08.484Z,1233,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289e5,"Randa xata nuna maka halinta na hauka I won't be around fah"" Junaid bai tanka sa ba, El-Ameen yayi kwafa ya ajiye ledan drugs din hannunsa da fresh yoghurts ya dawo gabanta yace ""Ashe kin iya cin fruits"" bata kallesa ba sae cin Apple dinta da take, ya d'an yi murmushi ya nufi inda alluranta suke don hada wanda xae mata, Junaid ya juya ya nufi kofa, mikewa tayi da sauri ganin haka, sae kuma ta bi bayansa, dai dai stairs yaji kamar ana binsa, ya juya ya ganta tana tahowa, kallonta ya tsaya yi, har ta karaso gabansa ta kama hannunsa ta saka masa Apple din, sannan ta daura nata hannun kan nasa ta kai bakinta ta fara cin Apple din, murmushi kawae yake yana kallonta, El- Ameen ya fito daga dakin ya rungume hannunsa yana kallonsu yace ""Uhunm!",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,health,Drugs and social interactions,public_interest,,sensitive,false,mixed,neutral,implicit,negative,narrative,accepted,2026-03-13T07:26:46.860Z,1271,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289e6,"Daga ciki har da shawartar malamai da su yi amfani da duk wani fili da suke da shi, ciki har da karatu a ƙarkahsin bishiyoyi domin bayar da tazara",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,education,education and learning,public_interest,,safe,false,neutral,neutral,implicit,positive,directive,accepted,2026-03-13T07:27:28.864Z,1313,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c0,"Akalla dai akwai Hausawa a Turai fiye da dubu 30,"" a cewar basaraken",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,culture_and_religion,Hausa population in Europe,public_interest,,safe,false,male,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:59:06.942Z,1300,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289b5,[USER] Ka saka Allah a ranka ka San komai lokaci ne,hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Runy_lfc/status/2016515328189075509,2026-01-28T00:00:00.000Z,culture_and_religion,religious advice,public_interest,,safe,true,neutral,neutral,explicit,positive,directive,accepted,2026-03-12T20:52:50.043Z,923,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289b7,"An ciro a shekarar 2016, daga shafin, [URL]",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,media_and_online,year 2016 content,public_interest,,safe,true,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:53:59.343Z,993,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289b8,"A yanzu haka (2020), ita ce ke riƙe da muqamin babbar jami'ar Hukumar Tashoshin Jiragen Ruwa ta Najeriya",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,Appointment of university chancellor,public_interest,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:54:23.126Z,1017,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289b9,"Karfe bakwai da kusan rabi El-ameen ya shigo parlor junaid na bin bayansa, duk da ganinsu kasan ba karamin gajiya suka yi ba, ganin hanyar daki El-ameen ya nufa junaid ya fixgosa a fusace yace ""Look am tired of this game ka gaya min inda yar mutane take Ahmad",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,livelihoods_and_work,Conversation between friends,specialized_advice,,sensitive,false,male,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:54:51.108Z,1045,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289ba,"Shi kuma ɗa ne (mahaifin nasa) a wajen sarkin Chamba, Abdullahi",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,family relationship,public_interest,,safe,false,male,neutral,explicit,positive,narrative,accepted,2026-03-12T20:55:28.032Z,1082,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289bc,Wannan yanayi shi ake kira Muscle Paralysis,Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04T00:00:00.000Z,health,Muscle Paralysis,public_interest,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:56:45.081Z,1159,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289bd,"Idan na fahimci tambayarka, kana nufin",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,education,understanding request,public_interest,,safe,false,male,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:57:04.755Z,1178,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289bf,"Har yau dai, haƙa bata cimma ruwa ba, saboda haka a hangen nesa irin nasa, sai ya ga cewa akwai buƙatar samar da wani kamfani na gwamnati, wanda zai riƙa saka ido a harkar hadahadar manfetur ɗin Najeriya, sannan kuma ya riƙa baiwa gwamnati bahasi",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,livelihoods_and_work,Hausa water availability,public_interest,,safe,false,neutral,neutral,implicit,positive,narrative,accepted,2026-03-12T20:58:28.640Z,1262,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d103128a43,"A cikin shekarar 1787 da Mallam Umar ya shiga unguwar Kabara ta Kano, ya mayar da zauren gidansa makaranta wacce a yau ɗin nan ta zama katafariyar cibiyar Ɗariƙar Ƙadiriyya ta Afirka baki ɗaya; gidan da a yau aka fi saninsa da Darul-Ƙadiriyyah",Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,Mallam Umar's makaranta,public_interest,,safe,false,male,neutral,explicit,positive,narrative,accepted,2026-03-13T09:56:03.404Z,142,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c1,Ga rahoton Ibrahim Abdul'aziz a cikin sauti,Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,media_and_online,Audio report,public_interest,,safe,false,male,neutral,implicit,neutral,narrative,accepted,2026-03-12T20:59:27.693Z,1321,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c3,Mu faɗa mu cewa mu bamu yarda a yi siyasar cutar jama’a ba,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,Civic engagement,public_interest,,safe,false,neutral,neutral,implicit,negative,directive,accepted,2026-03-12T21:00:46.436Z,1400,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c4,Kar ki ƙara irin waɗannan kalaman marasa daɗin ji,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,culture_and_religion,avoiding negative speech,hate_or_insult,,sensitive,false,female,neutral,implicit,negative,directive,accepted,2026-03-12T21:01:34.231Z,1448,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c5,"Wannan ke nuna mana cewa, bayan mai bacci ya wuce mataki na farko har zuwa na hudu, zai shiga yanayin bacci madaidaici, daga nan sai baccinsa ya sake nauyaya, sanadiyyar komawa mataki ba uku, daga nan kuma ya saukaka, sanadiyyar shiga mataki ba biyu, sai ya sake komawa yanayi madaidaici",Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04T00:00:00.000Z,health,Sleep cycle stages,public_interest,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-12T21:02:09.095Z,1483,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c6,Duk wadannan suna faruwa ne lokacin da jami'an ‘yan sandan al'umma suke shirin fara aiki bayan kammala karbar horo a makon jiya,Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,governance_civic,Police work,public_interest,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:06:04.361Z,29,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c8,Ga wani bidiyon da Sheikh Dr Ahmad Mahud Gumi kuma ke bayani kan halaccin riga-kafin ko da an haɗa shi da sinadaran da haramun ne cin su a Musulunci,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,culture_and_religion,Religious advice,specialized_advice,religion,sensitive,false,male,neutral,implicit,positive,narrative,accepted,2026-03-13T07:07:45.502Z,130,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289c9,Ahmad Junaid (2017),Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,culture_and_religion,name reference,public_interest,,safe,false,male,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:08:04.453Z,149,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b273fe1f67e8d1031289cd,"A Road, Suleja, Jihar Niger",Hausa,latin,Nigeria,Standard,web_public,https://nuriddeen.blogspot.com/,2026-03-06T00:00:00.000Z,livelihoods_and_work,Location,public_interest,,safe,false,neutral,neutral,implicit,neutral,narrative,accepted,2026-03-13T07:11:50.994Z,375,be5733e7-961b-46b3-b21d-8311a211526a,,,69aff3997547e26ce3a725d6,69aff3997547e26ce3a725d6
uncategorized,69b299b71f67e8d1031461fd,Getty ImagesCopyright: Getty ImagesHajiya Fatima kanwa ce ga marigayi Janar Sani AbachaImage caption: Hajiya Fatima kanwa ce ga marigayi Janar Sani AbachaShugaban Najeriya Muhammadu Buhari ya bayyana alhininsa bisa rasuwar Hajiya Fatima Garba Mohammed (Hajiya Fanta),Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,culture_and_religion,Hajiya Fatima's death,public_interest,,safe,false,female,neutral,explicit,,,accepted,2026-03-12T12:54:43.691Z,830,14f062da-9f49-4158-9a5e-484897a5edea,,Mix gender ne saboda an ambaci Hajiya Fatima ga kuma Muhammadu Buhari,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f4,"Bayan kammala wancan horo da ya samu na soja a Kaduna, a cikin wannan shekara ta 1963 aka tura shi ƙaro karatu a ƙasar Ingila inda ya samu horo a makarantar ‘Cadet School’ da ke garin Aldershot ta ƙasar Ingila",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,Military training in England,public_interest,,safe,false,male,neutral,explicit,,,accepted,2026-03-12T12:43:17.828Z,144,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f5,"Bangon Mawaka ya Fadi, Gudunmawarsa ga Ci Gaban Adabi",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,Hausa literature and education,public_interest,,safe,false,neutral,neutral,explicit,,,accepted,2026-03-12T12:45:27.987Z,274,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f6,"A wayoyi nau'in BlackBerry akwai Memo Pad, da Tasks, wadanda za a iya samunsu a jakar Applications; duk kana iya taskance bayanan sirri da su",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,media_and_online,BlackBerry features,specialized_advice,,safe,false,male,neutral,explicit,,,accepted,2026-03-12T12:51:02.103Z,608,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f7,"1997: Farfesa a Fannin Ilimin Kimiyya (Science Education), Jami’ar Bayero, Kano",Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,Academic qualifications,public_interest,,safe,false,male,neutral,explicit,,,accepted,2026-03-12T12:51:28.255Z,634,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f8,"July, 2014 Sanusi N",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,date and name,public_interest,,safe,false,male,neutral,explicit,,,accepted,2026-04-13T10:16:02.422Z,654,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f9,"Da fatan za mu yi azumin watan Ramalana cikin lafiya da kwanciyar hankali, amin",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,culture_and_religion,Ramadan fast,public_interest,,safe,false,neutral,neutral,explicit,,,accepted,2026-03-12T12:52:08.759Z,675,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461fa,Haka nan kuma kowane lardi shima aka karkasa shi zuwa gudunma,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,Hausa cultural practices,public_interest,,safe,false,neutral,neutral,explicit,,,accepted,2026-03-12T12:52:26.232Z,692,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461fb,"(1) Akwaishi A Tarihi: Kamar kiblatai, wannan a kwai shi a tarihi sai dai masallacin da ake kira kiblataini a yau shine wanda tarihin ya nuna ?",Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04T00:00:00.000Z,culture_and_religion,Hausa history and culture,public_interest,,safe,false,male,neutral,explicit,,,accepted,2026-03-12T12:52:52.789Z,719,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461fc,"Sai dai, Hausawa da kuma Yarabawa; amma na Ilori kawai, suna kiran su da sunaye Barebari da kuma Baruba",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,ethnicity and identity,stereotypes,ethnicity,sensitive,false,male,neutral,explicit,,,accepted,2026-03-12T12:53:29.958Z,756,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461f3,"Sarkin lokacin, sarki Abubakar, shima ya tayar da ƙayar baya, ya haɗa sojojin da aka ƙiyasta yawansu da kimanin mayaƙa 10,000, ya tunkari waɗannan sojoji na Birtaniya har ta kai ga sun nemi ƙarin ƙarfi daga rundunar sojojin Birtaniya ta Afirka ta Yamma mai suna West African Frontiers Force",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,Hausa historical military event,public_interest,,safe,false,male,neutral,explicit,,,accepted,2026-03-12T12:42:51.250Z,117,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
uncategorized,69b299b71f67e8d1031461fe,"Shigarsa Ɗariƙar Ƙadiriyya Allah mai kowa mai komai, kuma Mai yadda Ya so a kuma lokacin da Ya so, kuma ta yadda Ya so",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,Ƙadiriyya Allah,public_interest,,safe,false,male,neutral,explicit,,,accepted,2026-03-12T12:55:09.479Z,856,14f062da-9f49-4158-9a5e-484897a5edea,,,69b237dc1f67e8d1030ff4b2,69b237dc1f67e8d1030ff4b2
